Postcode,Total Installations,Total SGU Rated Output In kW
4076,496,1774.021
4077,2613,7083.585
4078,2700,7595.008
4101,694,2052.604
4102,322,957.692
4103,718,1965.489
4104,316,998.145
4105,848,2517.260
4106,158,825.955
4107,544,1720.528
4108,594,2082.907
4109,4670,13249.275
4110,1091,3455.900
4111,97,277.334
4112,962,2657.878
4113,3082,8487.624
4114,1909,4817.895
4115,2461,7399.357
4116,3206,9171.352
4117,137,345.975
4118,3480,9713.877
4119,797,2437.431
4120,370,1045.813
4121,1766,5145.371
4122,3638,10279.514
4123,2125,5727.619
4124,2678,8079.979
4125,1149,3399.491
4127,2535,7093.074
4128,1960,5592.721
4129,714,2162.130
4130,1049,3317.850
4131,839,2233.913
4132,2158,5622.662
4133,1745,4765.083
4151,735,2379.089
4152,3684,10786.002
4153,501,1612.383
4154,1119,3712.980
4155,172,733.108
4156,400,1366.749
4157,2364,6612.499
4158,329,809.802
4159,1979,5375.117
4160,2391,6484.021
4161,2179,5736.213
4163,1590,4472.717
4164,1767,5263.903
4165,4906,12799.443
4169,321,1006.271
4170,1356,4290.656
4171,789,2516.219
4172,348,1088.514
4173,952,2597.915
4174,281,843.430
4178,2356,6318.580
4179,1925,5066.680
4183,315,776.564
4184,1375,2845.494
4205,678,1528.028
4207,5505,15656.586
4208,2127,6035.766
4209,3061,9619.059
4210,2080,6355.455
4211,5946,17975.593
4212,2911,8913.502
4213,3272,11959.358
4214,3947,11702.748
4215,2025,5640.708
4216,3346,9171.250
4217,1680,5468.121
4218,2244,6906.400
4219,14,60.825
4220,2441,7293.069
4221,2707,7037.201
4223,1641,4731.712
4224,404,1037.444
4225,175,540.438
4226,2803,7972.100
4227,1673,4575.977
4228,679,2270.241
4230,8,27.880
4237,1,0.920
4270,590,1892.001
4271,308,736.513
4272,635,1772.296
4275,441,1416.285
4276,1,3.300
4280,2295,7197.559
4285,2496,8163.025
4287,78,239.940
4300,4722,13505.353
4301,2276,6218.937
4303,286,678.363
4304,1574,4097.497
4305,6080,16394.619
4306,5050,15843.033
4307,219,762.744
4309,405,1266.761
4310,910,2637.138
4311,1369,4173.759
4312,516,1473.951
4313,405,1263.298
4340,685,2127.904
4341,2115,6296.492
4342,369,1173.420
4343,1219,4276.485
4344,310,1106.074
4345,1,1.520
4346,122,417.594
4347,179,613.680
4350,6923,20461.578
4352,3231,10781.615
4353,38,173.198
4354,148,444.377
4355,322,873.040
4356,514,1823.387
4357,271,876.086
4358,229,855.160
4359,135,442.714
4360,71,569.605
4361,267,1159.831
4362,349,1694.177
4363,99,276.863
4364,40,231.090
4365,57,255.116
4370,1818,7028.447
4371,115,385.270
4372,23,72.560
4373,116,434.070
4374,49,253.236
4375,24,70.620
4376,41,130.100
4377,81,441.882
4378,64,203.838
4380,951,3365.280
4381,77,291.246
4382,73,296.480
4383,64,185.381
4384,1,2.280
4385,100,337.669
4387,101,642.447
4388,54,230.145
4390,539,2234.180
4400,248,764.856
4401,510,1591.366
4402,36,122.665
4403,92,383.850
4404,43,199.188
4405,1027,3721.310
4406,94,319.170
4407,37,149.385
4408,72,205.656
4410,155,524.246
4411,33,115.420
4412,26,87.155
4413,513,1528.933
4415,167,535.921
4416,28,91.265
4417,77,242.315
4418,9,18.513
4419,79,245.023
4420,84,274.670
4421,122,340.315
4422,39,131.882
4423,9,24.870
4424,17,55.343
4425,10,33.623
4426,3,12.120
4427,50,143.192
4428,99,223.450
4454,93,288.540
4455,877,2106.859
4461,2,3.120
4462,8,12.530
4465,189,461.410
4467,26,77.460
4468,43,148.980
4470,250,1024.230
4472,98,360.535
4474,1,3.050
4477,49,213.288
4478,40,200.350
4480,40,172.560
4481,2,42.840
4482,5,37.815
4486,53,217.015
4487,250,1157.385
4488,36,120.370
4489,5,17.580
4490,163,644.421
4491,13,41.250
4492,25,109.604
4494,16,64.050
4496,27,128.940
4497,19,74.820
4498,14,59.240
4500,4811,14998.737
4501,601,1793.495
4502,1108,3344.918
4503,4114,12227.394
4504,2413,7684.997
4505,3089,9421.838
4506,2312,7079.231
4507,3314,8104.040
4508,1999,5686.250
4509,2711,7571.979
4510,4855,14262.575
4511,1571,3965.288
4512,484,1629.913
4514,1006,3182.809
4515,553,1741.058
4516,679,2224.640
4517,102,275.118
4518,754,2157.526
4519,1133,3191.492
4520,1886,6307.940
4521,690,2363.682
4550,601,1666.375
4551,7591,19193.542
4552,1570,5108.271
4553,819,2493.439
4554,227,754.173
4555,1017,2670.016
4556,5165,14039.172
4557,1668,4775.760
4558,1518,3857.096
4559,773,2497.237
4560,3880,10476.120
4561,1046,3548.309
4562,1088,3623.443
4563,1281,3815.689
4564,1257,4456.259
4565,1871,4916.897
4566,932,2838.044
4567,920,2874.794
4568,527,1480.215
4569,228,641.602
4570,5466,16424.370
4571,112,331.370
4572,185,532.653
4573,2397,6768.047
4574,162,476.638
4575,3098,8436.925
4580,993,2464.120
4581,283,963.058
4600,113,298.107
4601,109,334.355
4605,348,1161.747
4606,298,840.750
4608,90,279.608
4610,1346,4133.170
4611,17,70.908
4612,30,72.885
4613,73,200.565
4614,163,461.565
4615,890,2337.247
4620,38,89.050
4621,197,536.980
4625,312,1011.905
4626,229,860.520
4627,65,211.740
4630,177,575.530
4650,3535,10641.918
4655,8067,22284.171
4659,845,2331.343
4660,1140,3177.228
4662,72,212.437
4670,9400,28275.023
4671,730,1931.851
4673,86,266.401
4674,190,537.958
4676,35,63.815
4677,468,1427.607
4678,193,650.212
4680,4866,16924.554
4694,26,83.525
4695,119,411.811
4697,12,46.810
4699,41,114.297
4700,1164,3759.797
4701,2943,9367.233
4702,2186,7367.402
4703,2171,6579.555
4704,12,27.580
4705,26,67.435
4706,3,7.900
4707,16,51.865
4709,4,14.920
4710,415,1203.525
4711,275,969.800
4712,15,85.695
4713,7,33.780
4714,280,769.140
4715,546,2147.943
4716,87,334.920
4717,156,638.078
4718,173,709.038
4719,101,366.610
4720,974,4319.477
4721,227,895.613
4722,157,615.254
4723,64,239.030
4724,31,112.000
4725,120,542.361
4726,25,87.355
4727,23,101.505
4728,28,155.200
4730,188,1014.217
4731,17,62.215
4732,9,29.920
4733,4,12.000
4735,54,227.755
4736,9,56.997
4737,759,2728.170
4738,114,429.777
4739,37,156.085
4740,5477,19898.944
4741,640,2414.999
4742,40,126.815
4743,11,78.880
4744,123,553.255
4745,22,105.910
4746,8,26.350
4750,384,1328.735
4751,369,1394.891
4753,335,1293.825
4754,175,629.315
4756,46,260.160
4757,24,82.046
4798,85,369.165
4799,138,513.615
4800,1062,3901.103
4802,519,2070.685
4803,1,1.480
4804,151,637.701
4805,884,3186.297
4806,335,1275.763
4807,1215,4882.670
4808,119,463.700
4809,102,396.347
4810,1240,5123.061
4811,1141,4222.981
4812,1269,5088.728
4814,3908,14880.374
4815,2520,8106.965
4816,911,3342.697
4817,3051,11640.272
4818,2835,10557.381
4819,261,922.655
4820,675,2452.989
4821,109,529.537
4822,48,230.935
4823,39,179.000
4824,100,477.090
4825,1193,5059.660
4828,2,34.560
4829,37,261.704
4830,30,583.023
4849,133,557.129
4850,1102,4060.193
4852,336,1401.082
4854,363,1636.567
4855,66,259.815
4856,67,276.655
4857,3,11.360
4858,95,368.480
4859,37,140.505
4860,590,2070.628
4861,73,268.640
4865,619,2130.469
4868,1387,4490.874
4869,1145,3654.430
4870,4040,14166.571
4871,736,2994.792
4872,335,1365.640
4873,603,1881.611
4874,7,38.455
4875,73,1045.111
4876,22,324.170
4877,274,1010.414
4878,927,2910.127
4879,1477,4908.240
4880,1194,4400.024
4881,353,1102.593
4882,296,932.876
4883,506,1452.873
4884,237,732.744
4885,327,946.134
4886,45,210.911
4887,175,494.060
4888,219,644.200
4890,31,199.960
4891,22,89.400
4892,7,58.960
4895,174,573.426
5000,347,1636.141
5001,6,21.035
5006,322,1092.677
5007,512,1881.360
5008,1067,3409.003
5009,528,1813.400
5010,517,1946.973
5011,841,4414.038
5012,925,2993.378
5013,930,3261.905
5014,1055,3372.325
5015,530,1641.747
5016,969,2697.468
5017,438,1171.445
5018,878,2374.413
5019,1024,2703.423
5020,359,1088.208
5021,782,2355.842
5022,1632,4782.843
5023,1267,3778.802
5024,1400,4324.187
5025,774,2492.367
5031,692,2331.087
5032,1040,3684.039
5033,585,2062.911
5034,866,2755.049
5035,453,1389.219
5037,847,2613.643
5038,1185,3465.793
5039,782,2616.375
5040,257,839.674
5041,1143,3591.044
5042,993,3269.808
5043,1500,4036.129
5044,995,3037.414
5045,1127,3487.949
5046,759,2110.002
5047,805,2277.066
5048,1505,4079.242
5049,1190,3466.443
5050,674,1996.969
5051,1507,4704.880
5052,611,1927.197
5061,749,2766.556
5062,1379,4758.728
5063,876,2780.000
5064,878,3061.590
5065,841,2860.942
5066,1069,3839.543
5067,663,2422.482
5068,971,3431.040
5069,726,2496.920
5070,1175,3650.606
5071,3,14.160
5072,1166,3980.967
5073,1313,4231.596
5074,1075,3308.572
5075,1107,3188.295
5076,906,2838.225
5081,779,2848.179
5082,1263,4279.978
5083,619,1847.960
5084,627,1935.396
5085,1659,4795.717
5086,1606,4625.877
5087,969,2892.329
5088,332,1083.440
5089,740,2327.356
5090,1006,2523.301
5091,813,2287.063
5092,1921,5030.283
5093,1105,2785.131
5094,126,714.085
5095,1928,6152.483
5096,1710,4976.124
5097,1594,4280.148
5098,1668,4301.573
5106,22,266.480
5107,1924,5615.835
5108,3759,10533.917
5109,2326,6579.389
5110,856,3087.982
5111,9,177.590
5112,1648,4533.846
5113,1221,3185.944
5114,3342,9984.376
5115,611,1957.849
5116,1045,2969.481
5117,460,1811.919
5118,2269,7519.797
5120,293,1528.329
5121,252,986.997
5125,2381,7167.824
5126,769,2143.167
5127,963,2634.840
5131,151,615.193
5132,64,315.549
5133,80,352.165
5134,61,323.610
5136,57,189.495
5137,76,408.445
5138,31,121.715
5139,53,261.315
5140,55,167.687
5141,119,403.266
5142,85,302.520
5144,50,221.604
5150,11,56.960
5151,43,161.865
5152,487,1660.720
5153,954,3761.139
5154,277,980.097
5155,378,1220.448
5156,85,288.409
5157,492,1892.442
5158,3489,9669.293
5159,4281,12242.737
5160,68,797.222
5161,1388,3478.973
5162,4345,11694.424
5163,1762,5084.040
5164,493,1232.641
5165,497,1412.736
5166,258,634.847
5167,761,1931.765
5168,676,1907.263
5169,1944,5363.880
5170,193,513.461
5171,1102,4543.097
5172,712,2428.760
5173,1802,4806.655
5174,426,1321.109
5175,1,0.300
5201,291,1164.361
5202,113,442.470
5203,208,630.782
5204,764,2145.816
5207,1,0.960
5210,301,996.372
5211,3169,8391.462
5212,593,1345.085
5213,292,831.395
5214,1955,5022.294
5220,32,106.786
5221,64,207.951
5222,155,417.604
5223,451,1507.955
5231,166,545.180
5232,71,331.935
5233,186,711.476
5234,211,759.702
5235,419,1373.374
5236,48,165.993
5237,58,186.352
5238,910,2771.774
5240,75,376.296
5241,276,974.452
5242,212,749.932
5243,108,482.025
5244,595,2274.073
5245,368,1432.319
5250,426,1698.500
5251,1649,5988.276
5252,767,2359.727
5253,2333,8179.760
5254,459,1555.125
5255,1339,4390.954
5256,287,741.210
5259,206,792.485
5260,269,902.082
5261,41,170.542
5262,25,145.544
5263,20,203.406
5264,189,810.652
5265,34,127.040
5266,58,202.935
5267,205,894.945
5268,399,1746.334
5269,20,108.225
5270,81,324.545
5271,680,3245.046
5272,74,319.464
5273,10,37.390
5275,320,1218.204
5276,204,881.649
5277,226,895.025
5278,41,175.630
5279,41,151.544
5280,803,3251.706
5290,1427,4957.693
5291,697,3041.991
5301,75,297.390
5302,114,449.410
5303,11,38.120
5304,77,317.195
5306,9,38.560
5307,86,282.030
5308,11,42.120
5309,14,54.810
5310,4,19.940
5311,37,148.850
5312,1,5.000
5320,158,555.515
5321,55,219.618
5322,151,636.946
5330,602,2587.217
5331,62,256.497
5332,63,248.877
5333,872,3859.112
5340,189,904.567
5341,885,4093.009
5342,160,873.653
5343,620,3257.992
5344,99,576.960
5345,474,2245.623
5346,42,222.499
5350,69,379.230
5351,906,3075.862
5352,731,2814.247
5353,537,1916.286
5354,124,357.137
5355,1036,3770.019
5356,121,483.511
5357,99,333.450
5360,169,652.880
5371,206,926.014
5372,264,855.166
5373,540,1676.930
5374,185,604.429
5381,66,199.035
5400,104,383.932
5401,95,326.185
5410,49,175.103
5411,50,189.105
5412,199,648.130
5413,115,416.090
5414,17,51.622
5415,26,105.695
5416,25,91.464
5417,162,610.065
5418,17,53.160
5419,24,87.490
5420,13,39.290
5421,9,43.000
5422,250,783.748
5431,160,611.125
5432,43,132.660
5433,275,984.463
5434,68,234.580
5440,13,34.490
5451,127,509.770
5452,70,454.789
5453,648,2787.707
5454,39,168.360
5455,8,30.670
5460,100,328.338
5461,379,1170.295
5462,77,247.995
5464,61,228.400
5470,20,64.120
5471,8,29.800
5472,26,103.960
5473,128,418.820
5480,198,737.282
5481,96,373.437
5482,99,481.100
5483,60,223.450
5485,98,349.674
5490,29,107.490
5491,293,1157.203
5493,17,45.695
5495,118,440.275
5501,1114,4043.395
5502,236,747.926
5510,24,84.240
5520,83,261.310
5521,28,105.035
5522,402,1329.247
5523,259,932.081
5540,1980,7104.067
5550,104,335.115
5552,43,216.204
5554,690,2797.143
5555,112,353.453
5556,793,2347.020
5558,1113,3399.761
5560,92,362.141
5570,156,385.143
5571,448,1294.241
5572,33,124.750
5573,445,1547.367
5575,712,2049.453
5576,198,563.527
5577,92,249.929
5580,60,210.232
5581,191,564.171
5582,179,493.175
5583,273,749.857
5600,1247,4512.202
5601,39,169.725
5602,242,845.700
5603,80,282.668
5604,44,130.724
5605,333,1081.659
5606,1562,6313.885
5607,609,2352.217
5608,1398,4662.106
5609,218,931.815
5630,15,54.080
5631,161,723.839
5632,27,115.720
5633,28,103.480
5640,182,815.253
5641,140,514.842
5642,33,147.330
5650,17,71.160
5651,22,111.360
5652,74,352.785
5653,10,44.335
5654,43,153.070
5655,13,47.100
5660,3,14.975
5661,15,75.360
5670,51,239.015
5671,26,124.115
5680,380,1615.049
5690,391,1750.984
5700,1418,5428.074
5701,6,43.870
5710,428,1579.642
5720,3,5.060
5722,4,8.040
5723,9,127.196
5724,3,14.300
5725,117,731.960
5730,7,29.250
5731,9,157.520
5732,32,118.102
5733,9,70.000
5875,1,1.160
6000,128,483.716
6001,2,2.740
6003,53,186.037
6004,90,409.172
6005,47,202.282
6006,342,885.735
6007,252,621.795
6008,556,1558.374
6009,681,2047.213
6010,863,2187.264
6011,323,924.924
6012,333,952.533
6013,1,0.375
6014,884,2397.860
6015,327,1062.002
6016,413,1050.172
6017,138,800.528
6018,2289,5499.692
6019,818,1922.769
6020,1497,3872.060
6021,1126,3016.531
6022,519,1109.517
6023,1361,3408.307
6024,1340,2912.839
6025,2669,6383.264
6026,2422,5653.153
6027,3530,8846.754
6028,1799,4888.755
6029,166,440.006
6030,3414,7893.452
6031,1262,3327.570
6032,15,39.720
6033,38,318.975
6034,24,67.192
6035,763,1790.510
6036,924,2397.166
6037,328,810.939
6038,324,868.866
6041,296,914.728
6042,13,26.890
6043,37,87.450
6044,194,505.763
6050,611,1700.415
6051,425,967.469
6052,553,1407.918
6053,901,2242.532
6054,1436,3264.262
6055,1362,3955.526
6056,3216,8326.241
6057,1644,3866.962
6058,1308,2806.545
6059,1440,3507.500
6060,804,1822.407
6061,1657,3293.061
6062,2237,5278.703
6063,1215,2699.675
6064,2366,5174.383
6065,5847,15566.134
6066,1678,4023.684
6068,6,22.960
6069,3181,8372.775
6070,347,801.778
6071,337,827.548
6072,98,216.303
6073,308,857.174
6074,119,284.712
6076,2091,5505.100
6077,61,307.430
6078,43,335.615
6081,441,1227.695
6082,318,804.503
6083,443,1257.724
6084,817,2513.707
6090,65,1587.135
6100,521,1221.240
6101,819,1891.262
6102,496,1198.021
6103,348,856.685
6104,886,2295.079
6105,894,2185.535
6106,34,1133.810
6107,3145,7328.559
6108,2335,4981.515
6109,1098,2419.810
6110,3496,8070.735
6111,2015,4847.949
6112,4409,10978.782
6121,342,1184.562
6122,1244,3478.900
6123,152,505.550
6124,150,436.000
6125,332,1017.097
6126,31,96.115
6147,1345,2738.406
6148,1569,3589.708
6149,1806,4282.892
6150,1093,2830.584
6151,601,1649.194
6152,1301,3281.902
6153,1059,2670.756
6154,782,1959.116
6155,5440,13328.077
6156,977,2243.957
6157,777,1725.943
6158,378,941.951
6159,122,300.900
6160,409,910.358
6161,3,9.200
6162,814,1689.301
6163,3961,9494.037
6164,4828,12126.937
6165,9,174.320
6166,660,1901.401
6167,2187,5090.432
6168,2497,5495.629
6169,3855,8724.445
6170,893,2169.528
6171,2993,7555.768
6172,1508,3833.329
6173,1038,2819.888
6174,225,552.127
6175,312,763.211
6176,66,221.580
6180,503,1225.165
6181,66,196.277
6207,95,238.215
6208,1719,3971.428
6209,244,637.700
6210,8457,18513.267
6211,848,2152.801
6213,72,206.623
6214,64,167.775
6215,374,1071.206
6218,48,137.390
6220,371,1233.626
6221,21,96.878
6223,15,47.445
6224,76,204.519
6225,864,2095.463
6226,86,263.128
6227,77,187.510
6228,12,28.750
6229,5,54.180
6230,3032,7097.012
6231,14,24.250
6232,1034,2216.131
6233,1682,4195.455
6236,205,530.935
6237,278,717.050
6239,496,1171.529
6240,24,51.270
6243,3,9.048
6244,85,189.335
6251,32,142.251
6252,10,22.410
6253,94,209.736
6254,31,94.120
6255,299,757.798
6256,14,26.895
6258,346,998.044
6260,85,299.678
6262,63,198.000
6271,396,979.606
6275,145,348.996
6280,2444,5711.362
6281,564,1579.115
6282,202,543.534
6284,121,349.409
6285,524,1559.608
6286,65,204.543
6288,42,209.234
6290,154,333.292
6302,394,1114.055
6304,235,611.570
6306,70,261.405
6308,96,294.710
6309,27,66.650
6311,53,150.307
6312,260,784.096
6313,20,61.890
6315,157,457.435
6316,33,92.164
6317,166,548.143
6318,24,66.971
6320,20,67.340
6321,16,71.113
6322,15,33.820
6323,65,190.114
6324,188,734.194
6326,39,99.166
6327,19,62.948
6328,23,61.420
6330,1799,4749.718
6331,2,5.590
6332,6,17.126
6333,469,1435.660
6335,47,178.480
6336,20,72.750
6337,16,43.604
6338,50,168.688
6341,9,30.978
6343,10,33.820
6346,21,152.757
6348,77,223.973
6350,24,55.905
6351,1,3.200
6352,8,73.450
6353,36,136.220
6355,14,73.190
6356,7,31.150
6357,7,33.100
6358,1,3.200
6359,25,217.620
6361,2,6.500
6363,11,23.820
6365,56,174.565
6367,14,82.040
6368,1,3.150
6369,35,107.330
6370,32,74.340
6372,16,50.160
6373,3,9.600
6375,107,370.096
6383,107,324.869
6384,1,3.200
6385,1,3.000
6386,4,11.500
6390,99,274.983
6391,56,206.311
6392,36,83.414
6393,10,33.260
6394,4,13.380
6395,91,276.145
6396,14,63.410
6397,10,49.560
6398,45,177.803
6401,535,1500.440
6403,15,38.560
6405,19,53.715
6407,57,225.595
6409,27,57.530
6410,82,293.432
6411,7,25.930
6413,2,6.750
6414,3,11.682
6415,221,785.432
6418,75,287.535
6419,4,14.680
6420,2,6.200
6421,4,17.366
6423,21,43.185
6424,1,6.000
6425,5,26.230
6426,25,123.910
6428,7,25.025
6429,20,57.835
6430,664,2058.726
6432,247,696.488
6433,5,13.820
6434,9,58.920
6436,7,16.935
6437,185,296.730
6438,29,82.355
6440,12,54.535
6442,35,121.365
6443,27,133.545
6445,1,5.880
6446,2,8.140
6447,1,1.900
6448,8,35.615
6450,529,1881.260
6460,48,135.446
6461,40,154.430
6462,2,6.308
6465,1,2.100
6466,5,17.820
6467,2,5.880
6468,8,31.175
6472,4,23.230
6473,5,9.880
6475,13,40.435
6476,2,4.650
6477,10,32.035
6479,35,108.790
6480,1,2.280
6485,40,79.585
6487,1,1.050
6488,8,25.370
6489,1,2.160
6490,11,34.475
6501,120,458.720
6502,170,489.246
6503,234,987.984
6504,10,26.560
6505,13,37.823
6506,2,3.420
6507,39,126.805
6509,3,36.040
6510,146,445.795
6511,79,307.710
6512,1,1.520
6513,11,36.885
6514,81,284.075
6515,15,50.060
6516,191,591.170
6517,35,125.625
6518,20,89.800
6519,30,97.249
6521,22,66.330
6522,29,103.795
6525,342,1003.916
6528,33,101.075
6530,2294,6554.333
6531,8,36.000
6532,438,1405.615
6535,144,390.350
6536,114,404.882
6537,86,626.561
6556,207,555.732
6558,84,180.664
6560,116,265.300
6562,167,453.060
6564,54,127.655
6566,489,1173.496
6567,55,120.240
6568,13,64.110
6569,23,98.369
6571,3,13.660
6572,3,12.190
6574,2,3.120
6575,5,17.860
6603,45,121.742
6606,5,17.020
6608,6,16.800
6609,62,226.800
6612,13,56.840
6613,4,11.320
6616,6,14.520
6620,15,51.220
6623,36,182.876
6625,2,10.100
6627,2,8.088
6628,6,18.220
6630,26,93.845
6631,2,8.140
6632,6,18.900
6635,6,26.195
6638,40,161.365
6639,19,78.511
6640,17,71.620
6642,38,111.018
6643,1,0.960
6646,3,34.800
6701,208,2693.467
6705,15,79.736
6707,127,1769.788
6710,8,85.401
6713,10,51.750
6714,212,652.917
6716,3,14.180
6718,5,16.080
6720,3,7.510
6721,62,134.921
6722,106,275.860
6725,330,3483.767
6726,123,1321.451
6728,112,1816.370
6740,21,231.628
6743,183,1126.857
6751,8,61.173
6753,43,812.330
6754,2,13.230
6758,14,164.904
6760,33,168.092
6765,17,63.082
6770,13,112.197
6798,54,311.120
6799,4,22.220
6872,1,5.000
6901,1,1.620
6902,1,2.280
6904,1,1.920
6906,3,9.020
6907,2,8.132
6909,3,10.360
6910,1,1.500
6911,2,5.990
6912,4,6.030
6913,1,1.500
6914,2,3.260
6915,3,4.100
6916,3,8.250
6918,2,2.540
6920,2,6.200
6921,3,3.790
6922,6,10.480
6923,5,78.390
6924,4,11.000
6926,4,11.980
6929,1,1.520
6931,3,5.720
6933,4,8.725
6934,2,4.020
6935,1,1.490
6943,2,3.120
6944,3,37.030
6946,4,8.080
6951,2,3.100
6952,4,11.840
6953,4,9.935
6954,3,4.200
6955,12,26.230
6956,1,1.670
6957,3,7.240
6959,5,35.439
6963,4,8.065
6964,6,16.694
6966,3,33.150
6968,6,16.680
6979,2,4.560
6981,3,8.130
6982,2,3.500
6984,2,3.040
6985,4,12.350
6988,3,4.780
6989,2,6.520
6990,3,7.320
6991,5,9.370
6992,5,9.000
7000,495,1736.968
7001,4,94.360
7002,3,13.500
7004,345,843.815
7005,468,1540.797
7006,9,25.100
7007,161,581.678
7008,502,1480.724
7009,446,1252.243
7010,541,1708.613
7011,625,1735.834
7012,54,154.555
7015,467,1370.827
7016,77,195.929
7017,417,1454.831
7018,941,2822.242
7019,181,540.382
7020,203,702.083
7021,133,446.806
7022,64,203.240
7023,23,58.048
7024,53,147.173
7025,147,539.346
7026,54,168.591
7027,18,74.955
7030,737,2458.813
7050,600,2069.386
7051,21,81.660
7052,381,1234.253
7053,191,586.383
7054,620,2023.756
7055,18,52.370
7109,528,1694.724
7112,263,757.572
7113,81,277.250
7116,160,498.010
7117,74,246.240
7119,3,6.100
7120,93,339.026
7140,458,1643.922
7150,274,759.414
7155,99,300.894
7162,53,152.247
7163,34,149.607
7170,357,1435.458
7171,139,380.394
7172,197,608.148
7173,477,1286.846
7174,9,24.400
7175,10,24.570
7176,4,18.780
7177,23,74.180
7178,31,93.285
7179,38,99.590
7180,10,30.840
7182,18,62.660
7184,68,180.589
7185,7,15.606
7186,8,19.110
7187,9,37.730
7190,300,938.441
7209,18,65.230
7210,40,137.130
7211,1,3.040
7212,119,451.705
7213,23,68.560
7214,28,72.785
7215,299,936.967
7216,284,938.807
7248,466,1528.659
7249,411,1353.472
7250,2048,6986.974
7252,212,732.942
7253,245,966.735
7254,37,118.660
7255,115,357.119
7256,185,1245.737
7258,62,392.600
7259,24,73.755
7260,183,699.664
7261,20,70.290
7262,126,394.847
7263,26,86.380
7264,39,117.305
7265,11,42.191
7267,62,224.790
7268,81,280.760
7270,402,1248.700
7275,238,771.238
7276,45,132.866
7277,373,1358.129
7290,86,308.789
7291,26,108.540
7292,20,78.385
7300,158,562.700
7301,209,661.415
7302,60,228.252
7303,167,610.031
7304,383,1391.154
7305,68,228.435
7306,233,791.819
7307,522,1887.532
7310,1079,3745.183
7315,679,2534.123
7316,317,1297.065
7320,451,1803.388
7321,214,815.189
7322,174,678.557
7325,394,1523.894
7330,184,964.190
7331,15,66.475
7466,4,10.380
7467,45,233.150
7468,23,103.215
7469,28,97.645
7470,23,88.072
7802,1,2.450
8576,2,6.840
9729,1,0.875
